timestamp,x,y,z,magnitude,session_id
1782034314893.0,0.011559970681322737,-0.15871917422935367,0.2009504423677921,0.2563327709794678,battle-room
1782034314909.0,0.08159968505850992,-0.10522110053673386,0.00232055190205574,0.13317422258432596,battle-room
1782034314926.0,0.03486715769477887,-0.10366283824406564,0.10181728344261645,0.14942711241994203,battle-room
1782034314943.0,-0.05691985570169054,-0.325064532488212,0.2697720496594906,0.42624380233894754,battle-room
1782034314959.0,-0.03684343305367511,-0.38430904087834056,0.46804304368495936,0.6067249526778106,battle-room
1782034314976.0,-0.006999702144635375,-0.2139470673892647,0.12455226234197615,0.24766027038886282,battle-room
1782034314993.0,-0.023890546709229236,0.058727352648228405,-0.028885318222641943,0.0696708100997723,battle-room
1782034315009.0,-0.12586722653121687,0.12857041194215416,-0.08477379418313503,0.19889571569503559,battle-room
1782034315026.0,-0.03636913235610118,-0.10989983293749392,0.300569923505187,0.3220915490725248,battle-room
1782034315043.0,0.1484990099175833,-0.30603944095745683,0.591171410703659,0.6820525875630188,battle-room
1782034315059.0,0.20827552455887197,-0.3718688806958496,0.5642915870845318,0.7071705266869066,battle-room
1782034315076.0,0.17684890608927234,-0.05720109292902052,0.07314882284104823,0.19974546528088633,battle-room
1782034315093.0,5.554727500712033e-05,0.034976913096010684,-0.05891688387095928,0.06851705437546003,battle-room
1782034315109.0,-0.04013339624346699,0.015764518832229076,-0.053795303073525425,0.06894305027208536,battle-room
1782034315126.0,0.14319166075708345,-0.029868484041094778,0.060933484390378,0.15845777850657014,battle-room
1782034315143.0,0.17133867303412406,-0.11598189279753714,0.15275076734423637,0.2571799705619528,battle-room
1782034315160.0,0.10320468268040567,-0.12810429226774722,0.09908873526155948,0.19204294748914644,battle-room
1782034315176.0,0.023423582218028604,-0.02962777062039822,-0.014735212317109107,0.040541281157481464,battle-room
1782034315193.0,-0.05599566266201436,0.05475253073312342,-0.02527005033493042,0.08229173289322354,battle-room
1782034315209.0,0.0027658114515244957,0.10823588178064673,-0.0881780496686697,0.13963532597874329,battle-room
1782034315226.0,0.019003071495192123,0.08136058820616453,-0.021902619728446007,0.08637353061252837,battle-room
1782034315243.0,0.026764892002567646,-0.11134078899342566,0.0676823741286993,0.13301892536509557,battle-room
1782034315259.0,0.04800476437280886,-0.18772614607028662,0.1099544126689434,0.22279034132175432,battle-room
1782034315276.0,0.1154103125878144,-0.06877864493280648,-0.19859189654290674,0.23976818726202748,battle-room
1782034315293.0,0.21741322739617897,-0.044439299576729534,-0.1333206752091646,0.2588778963757248,battle-room
1782034315310.0,0.286742053557653,-0.034628428451903163,-0.16804419806599616,0.33415413485269374,battle-room
1782034315326.0,0.2228771005589515,-0.17118150971103457,-0.009432429733872413,0.2811872720291558,battle-room
1782034315343.0,0.16262326899580656,-0.21547508067414164,-0.1864116294056177,0.3280626976479765,battle-room
1782034315359.0,0.24234178908336906,-0.23604071617778388,-0.21105741036236286,0.39873549239905404,battle-room
1782034315376.0,0.3032100262178108,-0.11820574285946786,-0.4471551539570093,0.5530430809207189,battle-room
1782034315393.0,0.2140304530900903,0.13201046939343214,-0.5167927538067102,0.5747264995339493,battle-room
1782034315410.0,0.15157917541475036,0.2729054888470098,-0.6016600714921951,0.6778263006775662,battle-room
1782034315426.0,0.11998533801892772,0.35590105784386394,-0.359263520014286,0.5197425527383275,battle-room
1782034315443.0,0.011953582241944968,0.10306226026872173,0.0650806671977043,0.12247534798077132,battle-room
1782034315459.0,-0.0991381638938561,0.017233422341011464,0.06499123534858227,0.11978825926593789,battle-room
1782034315476.0,-0.24999708960950373,0.004889690004009753,0.1705430291444063,0.30266710867107344,battle-room
1782034315493.0,-0.42121677590645845,0.019990721692517397,0.30383272469341754,0.5197475597378456,battle-room
1782034315510.0,-0.4382899661844596,0.0018938509225845336,0.4328665163636207,0.6160155047708364,battle-room
