timestamp,x,y,z,magnitude,session_id
1782299417038.0,-0.056503612184152,-0.16103490382581948,0.2182002678543329,0.27701309595712365,battle-room
1782299417055.0,0.018576580578275024,-0.19085750289857387,0.3730880472272634,0.4194834522868727,battle-room
1782299417072.0,0.14433080258853734,-0.24680706139653918,0.47832244563698767,0.5572588878889195,battle-room
1782299417089.0,0.03978708985671401,-0.2148740460410714,0.0489338345170021,0.2239383583530612,battle-room
1782299417105.0,0.011939115325175225,-0.15197569131851196,-0.01891571287214756,0.15361301188359336,battle-room
1782299417122.0,-0.002696472542360425,-0.014351765957474708,-0.03505494676828384,0.037974905440264724,battle-room
1782299417139.0,0.10368877640292049,0.1952019618436694,0.07772446019351482,0.23429950911584402,battle-room
1782299417155.0,0.172942929892987,0.24627456195503472,0.16795651978254317,0.34462996010732827,battle-room
1782299417171.0,0.2192891590695828,0.10540507880151272,0.12589841625392437,0.27394958867982316,battle-room
1782299417188.0,0.0762709003843367,-0.0427425786614418,-0.0025660510957241055,0.08746863949035003,battle-room
1782299417205.0,0.0004643661087378859,-0.06377922921031713,-0.09529226558804511,0.11466743912483456,battle-room
1782299417222.0,-0.007515745924971997,-0.04060673567652702,-0.12099252403378485,0.12784593967419564,battle-room
1782299417239.0,0.1135729684922844,-0.0915939955919981,0.05364683451354503,0.155455016175034,battle-room
1782299417255.0,0.15297131475973874,-0.09423574227243661,0.15397709426879883,0.23662109758096958,battle-room
1782299417272.0,0.07275986005607991,-0.07485328867137432,0.16929975108504294,0.1988954946140257,battle-room
1782299417289.0,-0.034360315567627545,0.036273090386390684,0.01838379795253277,0.05323844850524632,battle-room
1782299417305.0,-0.03371156933531165,0.05069967514574528,-0.06389701037108898,0.08825958815503661,battle-room
1782299417322.0,0.03016870909668505,-0.020560265208780765,-0.016588731229305265,0.040100642361612315,battle-room
1782299417339.0,0.07228760290183127,-0.0024669746354222294,0.16646715800762177,0.18150178564487782,battle-room
1782299417355.0,0.06400412400737404,0.0685357760876417,0.22474749754071235,0.24352642186156964,battle-room
1782299417372.0,0.04559029624275863,0.12785685684531925,0.22219547497034073,0.26037795615443765,battle-room
1782299417389.0,0.02591295134834945,0.22968846107423305,0.16691022560000418,0.28510926608596165,battle-room
1782299417405.0,-0.049644393939152355,0.19638357284367083,-0.03493336621522903,0.20555148651264582,battle-room
1782299417422.0,-0.060495969755947586,0.17899083175510166,-0.12454057190418243,0.22629148074842867,battle-room
